path,run_id,model,dataset,subset_name,pruner,retention,calibrator,seed,n_samples,sample_indices_hash,paper_eligible,accuracy,ece,adaptive_ece,aurc,aurc_margin,aurc_entropy,max_softmax_mean,pruner_evidence_type,sanity_only,paper_eligible_summary,delta_accuracy,delta_ece,delta_adaptive_ece,delta_aurc,delta_aurc_margin,delta_aurc_entropy,delta_max_softmax_mean,delta_accuracy_vs_raw,delta_ece_vs_raw,delta_adaptive_ece_vs_raw,delta_aurc_vs_raw,delta_aurc_margin_vs_raw,delta_aurc_entropy_vs_raw,delta_max_softmax_mean_vs_raw
results/raw/pope_lite_qwen2vl_2b_fastv_n1\qwen2vl_2b-pope-cal-fastv-r0.5-n1-seed20260616.json,qwen2vl_2b-pope-cal-fastv-r0.5-n1-seed20260616,qwen2vl_2b,pope,cal,fastv,0.5,none,20260616,1,4fc82b26aecb47d2,False,1.0,0.310694383214554,0.310694383214554,0.0,0.0,0.0,0.689305616785446,literature-hook,False,False,1.0,-0.24763261112082047,-0.24763261112082047,-1.0,-1.0,-1.0,0.13097862245007152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_qwen2vl_2b_fastv_n1\qwen2vl_2b-pope-cal-none-r1-n1-seed20260616.json,qwen2vl_2b-pope-cal-none-r1-n1-seed20260616,qwen2vl_2b,pope,cal,none,1.0,none,20260616,1,4fc82b26aecb47d2,False,0.0,0.5583269943353745,0.5583269943353745,1.0,1.0,1.0,0.5583269943353745,unpruned,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_qwen2vl_2b_fastv_n1\qwen2vl_2b-pope-test-fastv-r0.5-n1-seed20260616.json,qwen2vl_2b-pope-test-fastv-r0.5-n1-seed20260616,qwen2vl_2b,pope,test,fastv,0.5,none,20260616,1,37b73510175057c6,False,0.0,0.7154239957834733,0.7154239957834733,1.0,1.0,1.0,0.7154239957834733,literature-hook,False,False,0.0,0.062297081563164824,0.062297081563164824,0.0,0.0,0.0,0.062297081563164824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_qwen2vl_2b_fastv_n1\qwen2vl_2b-pope-test-none-r1-n1-seed20260616.json,qwen2vl_2b-pope-test-none-r1-n1-seed20260616,qwen2vl_2b,pope,test,none,1.0,none,20260616,1,37b73510175057c6,False,0.0,0.6531269142203084,0.6531269142203084,1.0,1.0,1.0,0.6531269142203084,unpruned,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
