model,dataset,subset_name,pruner,retention,calibrator,n_samples,n_seeds,seeds,pruner_evidence_type,paper_eligible_all,accuracy_mean,accuracy_std,ece_mean,ece_std,delta_ece_mean,delta_ece_std,delta_ece_vs_raw_mean,delta_ece_vs_raw_std,aurc_mean,aurc_std,aurc_margin_mean,aurc_margin_std,aurc_entropy_mean,aurc_entropy_std,delta_aurc_vs_raw_mean,delta_aurc_vs_raw_std,max_softmax_mean_mean,max_softmax_mean_std,pooled_samples,paper_gate_pass,paper_gate_reasons
qwen2vl_2b,pope,test,fastv,0.5,none,512,3,"20260616,20260617,20260618",literature-hook,False,0.513671875,0.0088790245423085,0.125234271660089,0.0114692576356059,-0.0303428092559851,0.0224909293086582,0.0,0.0,0.4791102421525852,0.0190593665640663,0.4791102421525852,0.0190593665640663,0.4791102421525852,0.0190593665640663,0.0,0.0,0.638906146660089,0.0051041943733876,1536,False,pooled_samples=1536<min_pooled_samples=2000
qwen2vl_2b,pope,test,none,1.0,none,512,3,"20260616,20260617,20260618",unpruned,False,0.5013020833333334,0.0139329001035369,0.1555770809160741,0.0151192680313373,0.0,0.0,0.0,0.0,0.4794554088973599,0.0269173246971838,0.4794554088973599,0.0269173246971838,0.4794554088973599,0.0269173246971838,0.0,0.0,0.6518110915537738,0.0016971880174562,1536,False,pooled_samples=1536<min_pooled_samples=2000
