condition,n_samples,accuracy,ece,adaptive_ece,aurc,max_softmax_mean,max_softmax_p95
Unpruned raw,1536,0.841796875,0.03058370481694065,0.03487199213044082,0.060859950599023924,0.861640973110552,0.978051828173288
FastV r=0.5 raw,1536,0.8359375,0.049206386649567474,0.049752471415121347,0.07000173447457937,0.8697586956495478,0.979035641738038
FastV r=0.5 + CalibPrune,1536,0.8359375,0.02090415699158226,0.03379005696579988,0.07568076730864956,0.831725935501832,0.9688562989572491
