comparison,metric,estimate,ci_low,ci_high,n_samples,n_resamples,confidence,seed_delta_mean,seed_delta_bca_ci_low,seed_delta_bca_ci_high,wilcoxon_statistic,wilcoxon_p,wilcoxon_n,interpretation,wilcoxon_holm_p,wilcoxon_holm_reject
vtw r=0.5 raw - unpruned raw,accuracy,0.003309692671394804,0.00047281323877068626,0.006619385342789608,2115,1000,0.95,0.003309692671394804,0.0028368794326241176,0.00378250591016549,0.0,0.25,3,positive_ece_means_pruning_increases_drift,1.0,False
vtw r=0.5 raw - unpruned raw,ece,-0.002591627169039254,-0.00965668359635444,0.009244942207134078,2115,1000,0.95,0.0015354152888671264,-4.1532567276111876e-05,0.0030580019861885994,1.0,0.5,3,positive_ece_means_pruning_increases_drift,1.0,False
vtw r=0.5 raw - unpruned raw,adaptive_ece,0.008309406084335405,-0.009374850970985118,0.01602533711146876,2115,1000,0.95,0.005725120315044442,0.004407739737654966,0.00686800619762049,0.0,0.25,3,positive_ece_means_pruning_increases_drift,1.0,False
vtw r=0.5 raw - unpruned raw,aurc,-0.0026778713039781674,-0.003851028401680514,-0.0016876294264072847,2115,1000,0.95,-0.0028054380059905995,-0.003033495872487746,-0.00257829299594909,0.0,0.25,3,positive_ece_means_pruning_increases_drift,1.0,False
vtw r=0.5 raw - unpruned raw,max_softmax_mean,0.0010086863967995185,0.00022870556902692129,0.0017711717008368655,2115,1000,0.95,0.0010086863967994815,0.0004279166005694002,0.0013935132181304526,0.0,0.25,3,positive_ece_means_pruning_increases_drift,1.0,False
