path,run_id,model,dataset,subset_name,pruner,retention,calibrator,seed,n_samples,sample_indices_hash,paper_eligible,accuracy,ece,adaptive_ece,aurc,max_softmax_mean,pruner_evidence_type,sanity_only,paper_eligible_summary,delta_accuracy,delta_ece,delta_adaptive_ece,delta_aurc,delta_max_softmax_mean,delta_accuracy_vs_raw,delta_ece_vs_raw,delta_adaptive_ece_vs_raw,delta_aurc_vs_raw,delta_max_softmax_mean_vs_raw
results/raw/pope_lite_llava_64_256\llava15_7b_4bit-pope-cal-fastv-r0.25-n64-seed20260616.json,llava15_7b_4bit-pope-cal-fastv-r0.25-n64-seed20260616,llava15_7b_4bit,pope,cal,fastv,0.25,none,20260616,64,ceca91ea8f351f2b,False,0.75,0.19890338499434562,0.22335221824085755,0.1670170074742049,0.8756318457269375,literature-hook,False,False,-0.078125,0.09601873287527501,0.05719854404506658,0.04641722105341167,-0.0019117867342667294,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_64_256\llava15_7b_4bit-pope-cal-fastv-r0.5-n64-seed20260616.json,llava15_7b_4bit-pope-cal-fastv-r0.5-n64-seed20260616,llava15_7b_4bit,pope,cal,fastv,0.5,none,20260616,64,ceca91ea8f351f2b,False,0.8125,0.08399234403327074,0.11920079584745916,0.11809301596062738,0.8812215035404157,literature-hook,False,False,-0.015625,-0.018892308085799864,-0.04695287834833181,-0.0025067704601658414,0.00367787107921147,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_64_256\llava15_7b_4bit-pope-cal-fastv-r0.75-n64-seed20260616.json,llava15_7b_4bit-pope-cal-fastv-r0.75-n64-seed20260616,llava15_7b_4bit,pope,cal,fastv,0.75,none,20260616,64,ceca91ea8f351f2b,False,0.84375,0.07421896165348718,0.1088898737227713,0.11201652384534677,0.8785433732760051,literature-hook,False,False,0.015625,-0.028665690465583427,-0.05726380047301967,-0.008583262575446449,0.0009997408148008091,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_64_256\llava15_7b_4bit-pope-cal-none-r1-n64-seed20260616.json,llava15_7b_4bit-pope-cal-none-r1-n64-seed20260616,llava15_7b_4bit,pope,cal,none,1.0,none,20260616,64,ceca91ea8f351f2b,False,0.828125,0.10288465211907061,0.16615367419579097,0.12059978642079322,0.8775436324612043,unpruned,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_64_256\llava15_7b_4bit-pope-cal-visionzip-r0.25-n64-seed20260616.json,llava15_7b_4bit-pope-cal-visionzip-r0.25-n64-seed20260616,llava15_7b_4bit,pope,cal,visionzip,0.25,none,20260616,64,ceca91ea8f351f2b,False,0.796875,0.0891300040749223,0.1255694619254707,0.12238329853625526,0.8583830734291387,literature-hook,False,False,-0.03125,-0.013754648044148304,-0.040584212270320275,0.0017835121154620437,-0.019160559032065594,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_64_256\llava15_7b_4bit-pope-cal-visionzip-r0.5-n64-seed20260616.json,llava15_7b_4bit-pope-cal-visionzip-r0.5-n64-seed20260616,llava15_7b_4bit,pope,cal,visionzip,0.5,none,20260616,64,ceca91ea8f351f2b,False,0.84375,0.09227018169036078,0.09626621641086996,0.10411824780819036,0.8805633638828466,literature-hook,False,False,0.015625,-0.010614470428709832,-0.069887457784921,-0.01648153861260286,0.0030197314216423576,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_64_256\llava15_7b_4bit-pope-cal-visionzip-r0.75-n64-seed20260616.json,llava15_7b_4bit-pope-cal-visionzip-r0.75-n64-seed20260616,llava15_7b_4bit,pope,cal,visionzip,0.75,none,20260616,64,ceca91ea8f351f2b,False,0.828125,0.11537701422157494,0.13323856791217387,0.10676823692653314,0.8736370180682591,literature-hook,False,False,0.0,0.012492362102504331,-0.0329151062836171,-0.013831549494260076,-0.003906614392945151,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_64_256_visionzip_calibrated\llava_pope_64_256_fastv_calibprune_r025.json,llava_pope_64_256_fastv_calibprune_r025,llava15_7b_4bit,pope,test,fastv,0.25,calibprune,20260616,256,640212a41eab823c,False,0.76953125,0.05721431519597745,0.09893799521142878,0.10329338419231238,0.8092673267863741,literature-hook,False,False,,,,,,0.0,-0.03902753928980463,-0.019807053987783763,1.761213463931377e-05,-0.04792073777950767
results/raw/pope_lite_llava_64_256\llava15_7b_4bit-pope-test-fastv-r0.25-n256-seed20260616.json,llava15_7b_4bit-pope-test-fastv-r0.25-n256-seed20260616,llava15_7b_4bit,pope,test,fastv,0.25,none,20260616,256,640212a41eab823c,False,0.76953125,0.09624185448578208,0.11874504919921254,0.10327577205767306,0.8571880645658818,literature-hook,False,False,-0.04296875,0.03567766662514002,0.027770386572530184,0.04583831913907552,0.013412511211160494,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_64_256_visionzip_calibrated\llava_pope_64_256_fastv_temp_r025.json,llava_pope_64_256_fastv_temp_r025,llava15_7b_4bit,pope,test,fastv,0.25,temperature_scaling,20260616,256,640212a41eab823c,False,0.76953125,0.08252662080507718,0.10216045261889939,0.10327577205767306,0.7486805979848803,literature-hook,False,False,-0.04296875,0.008063770325871647,0.004801020733927838,0.045868600146827455,-0.045187199527403354,0.0,-0.013715233680704902,-0.016584596580313152,0.0,-0.10850746658100152
