path,run_id,model,dataset,subset_name,pruner,retention,calibrator,seed,n_samples,sample_indices_hash,paper_eligible,accuracy,ece,adaptive_ece,aurc,max_softmax_mean,delta_accuracy,delta_ece,delta_adaptive_ece,delta_aurc,delta_max_softmax_mean,delta_accuracy_vs_raw,delta_ece_vs_raw,delta_adaptive_ece_vs_raw,delta_aurc_vs_raw,delta_max_softmax_mean_vs_raw
results/raw/pope_lite_llava_64_256_seed20260617\llava15_7b_4bit-pope-cal-fastv-r0.25-n64-seed20260617.json,llava15_7b_4bit-pope-cal-fastv-r0.25-n64-seed20260617,llava15_7b_4bit,pope,cal,fastv,0.25,none,20260617,64,84d78d7bb535571b,False,0.828125,0.07380623894495893,0.10909804213416711,0.08277678690870216,0.8926352409570759,-0.015625,-0.021172920540789245,0.02118943428468241,0.05179047869185119,0.04054869905536507,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_64_256_seed20260617\llava15_7b_4bit-pope-cal-fastv-r0.5-n64-seed20260617.json,llava15_7b_4bit-pope-cal-fastv-r0.5-n64-seed20260617,llava15_7b_4bit,pope,cal,fastv,0.5,none,20260617,64,84d78d7bb535571b,False,0.875,0.10020192122227874,0.12069682754958239,0.05349798053337487,0.8903826193688911,0.03125,0.005222761736530565,0.03278821970009768,0.022511672316523897,0.03829607746718022,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_64_256_seed20260617\llava15_7b_4bit-pope-cal-fastv-r0.75-n64-seed20260617.json,llava15_7b_4bit-pope-cal-fastv-r0.75-n64-seed20260617,llava15_7b_4bit,pope,cal,fastv,0.75,none,20260617,64,84d78d7bb535571b,False,0.890625,0.07894443365083681,0.08788266604172208,0.033104980904723885,0.8758927324724053,0.046875,-0.016034725834911362,-2.5941807762622227e-05,0.00211867268787291,0.02380619057069444,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_64_256_seed20260617\llava15_7b_4bit-pope-cal-none-r1-n64-seed20260617.json,llava15_7b_4bit-pope-cal-none-r1-n64-seed20260617,llava15_7b_4bit,pope,cal,none,1.0,none,20260617,64,84d78d7bb535571b,False,0.84375,0.09497915948574817,0.0879086078494847,0.030986308216850975,0.8520865419017108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_64_256_seed20260617\llava_fastv_calibprune_r025_n256_seed20260617.json,,llava15_7b_4bit,pope,test,fastv,0.25,calibprune,20260617,256,d44078d5ecab42e8,False,0.80078125,0.05160957743611782,0.06942013511021945,0.11941412866130946,0.819337113511615,,,,,,0.0,-0.020298095443693688,-0.011618469951082497,0.0,-0.051003647213092584
results/raw/pope_lite_llava_64_256_seed20260617\llava15_7b_4bit-pope-test-fastv-r0.25-n256-seed20260617.json,llava15_7b_4bit-pope-test-fastv-r0.25-n256-seed20260617,llava15_7b_4bit,pope,test,fastv,0.25,none,20260617,256,d44078d5ecab42e8,False,0.80078125,0.07190767287981151,0.08103860506130195,0.11941412866130946,0.8703407607247076,-0.0625,0.043192128915832004,0.01948725229787658,0.06927255195529777,0.005142122060470378,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_64_256_seed20260617\llava_fastv_calibprune_r05_n256_seed20260617.json,,llava15_7b_4bit,pope,test,fastv,0.5,calibprune,20260617,256,d44078d5ecab42e8,False,0.85546875,0.044276374238943754,0.06909687303070561,0.0769947729282635,0.8325715903382385,,,,,,0.0,-0.01153111757671959,0.0017715079806194939,0.0,-0.03491350120520487
results/raw/pope_lite_llava_64_256_seed20260617\llava15_7b_4bit-pope-test-fastv-r0.5-n256-seed20260617.json,llava15_7b_4bit-pope-test-fastv-r0.5-n256-seed20260617,llava15_7b_4bit,pope,test,fastv,0.5,none,20260617,256,d44078d5ecab42e8,False,0.85546875,0.05580749181566334,0.06732536505008611,0.0769947729282635,0.8674850915434433,-0.0078125,0.02709194785168384,0.005774012286660746,0.02685319622225181,0.0022864528792061467,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_64_256_seed20260617\llava_fastv_calibprune_r075_n256_seed20260617.json,,llava15_7b_4bit,pope,test,fastv,0.75,calibprune,20260617,256,d44078d5ecab42e8,False,0.87109375,0.040274718969511195,0.05935869315825146,0.051510654055036076,0.8475776464723742,,,,,,0.0,0.004338793119853447,0.0035565778864767167,0.0,-0.018318183948462186
results/raw/pope_lite_llava_64_256_seed20260617\llava15_7b_4bit-pope-test-fastv-r0.75-n256-seed20260617.json,llava15_7b_4bit-pope-test-fastv-r0.75-n256-seed20260617,llava15_7b_4bit,pope,test,fastv,0.75,none,20260617,256,d44078d5ecab42e8,False,0.87109375,0.03593592584965775,0.05580211527177474,0.051510654055036076,0.8658958304208364,0.0078125,0.007220381885678244,-0.005749237491650627,0.001369077349024389,0.0006971917565992136,0.0,0.0,0.0,0.0,0.0
results/raw/pope_lite_llava_64_256_seed20260617\llava15_7b_4bit-pope-test-none-r1-n256-seed20260617.json,llava15_7b_4bit-pope-test-none-r1-n256-seed20260617,llava15_7b_4bit,pope,test,none,1.0,none,20260617,256,d44078d5ecab42e8,False,0.86328125,0.028715543963979503,0.06155135276342537,0.05014157670601169,0.8651986386642372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
