model,dataset,subset_name,pruner,retention,calibrator,n_samples,n_seeds,seeds,pruner_evidence_type,paper_eligible_all,accuracy_mean,accuracy_std,ece_mean,ece_std,delta_ece_mean,delta_ece_std,delta_ece_vs_raw_mean,delta_ece_vs_raw_std,aurc_mean,aurc_std,aurc_margin_mean,aurc_margin_std,aurc_entropy_mean,aurc_entropy_std,delta_aurc_vs_raw_mean,delta_aurc_vs_raw_std,max_softmax_mean_mean,max_softmax_mean_std,pooled_samples,paper_gate_pass,paper_gate_reasons
llava15_7b_4bit,pope,test,none,1.0,none,705,3,"20260616,20260617,20260618",unpruned,True,0.840661938534279,0.0169554809239159,0.0356659001413797,0.0095515489366759,0.0,0.0,0.0,0.0,0.0638597975035875,0.0086244819788564,0.0638597975035875,0.0086244819788564,0.0638597975035875,0.0086244819788564,0.0,0.0,0.862193090222104,0.0030249601209653,2115,True,pass
llava15_7b_4bit,pope,test,sparsevlm,0.5,none,705,3,"20260616,20260617,20260618",literature-midlayer-hook,True,0.8430260047281323,0.0164332361200782,0.0407433772553568,0.0083281548676361,0.0050774771139771,0.0045235590078853,0.0,0.0,0.0611796858044029,0.0083919024788295,0.0611796858044029,0.0083919024788295,0.0611796858044029,0.0083919024788295,0.0,0.0,0.8630831773640377,0.0025096080491206,2115,True,pass
llava15_7b_4bit,pope,test,vtw,0.5,none,705,3,"20260616,20260617,20260618",literature-midlayer-hook,True,0.8439716312056738,0.0170606322011051,0.0372013154302468,0.0114614184549567,0.0015354152888671,0.0021158713614847,0.0,0.0,0.0610543594975969,0.0083774540727526,0.0610543594975969,0.0083774540727526,0.0610543594975969,0.0083774540727526,0.0,0.0,0.8632017766189035,0.0025586673281025,2115,True,pass
