condition,n_samples,accuracy,ece,adaptive_ece,aurc,max_softmax_mean,max_softmax_p95
Unpruned raw,1536,0.841796875,0.03058370481694065,0.03487199213044082,0.060859950599023924,0.861640973110552,0.978051828173288
fastv r=0.5 raw,1536,0.8359375,0.049206386649567474,0.049752471415121347,0.07000173447457937,0.8697586956495478,0.979035641738038
fastv r=0.5 + temperature_scaling,1536,0.8359375,0.02752938862778127,0.034913103035729004,0.07667925138955539,0.8447834094310119,0.9782553178581611
